datetime,datenum,year,month,day,data_mean_global,data_mean_nh,data_mean_sh
1746-02-15,637760,1746,2,15,278.069263708991,279.021603943077,277.11692347490396
1746-03-15,637788,1746,3,15,278.409907341554,279.662850996116,277.156963686993
1746-04-15,637819,1746,4,15,278.649241074563,280.196234739123,277.10224741000303
1746-05-15,637849,1746,5,15,278.592344942663,280.09939476934,277.08529511598704
1746-06-15,637880,1746,6,15,277.859518661827,278.584921236464,277.13411608718997
1746-07-15,637910,1746,7,15,276.219733582916,275.303641189306,277.135825976526
1746-08-15,637941,1746,8,15,274.617098581366,272.243046387684,276.99115077504797
1746-09-15,637972,1746,9,15,274.577243266084,272.340806008914,276.813680523254
1746-10-15,638002,1746,10,15,275.613851551725,274.449731358662,276.77797174478803
1746-11-15,638033,1746,11,15,276.617903941149,276.32847419198896,276.90733369031
1746-12-15,638063,1746,12,15,277.254454156772,277.570636045608,276.938272267936
1747-01-15,638094,1747,1,15,277.714029318783,278.393249262112,277.03480937545396
1747-02-15,638125,1747,2,15,278.096122829628,279.048463063714,277.143782595541
1747-03-15,638153,1747,3,15,278.437147746152,279.690091400714,277.18420409159097
1747-04-15,638184,1747,4,15,278.67697654925,280.22397021381,277.129982884691
1747-05-15,638214,1747,5,15,278.62069076798304,280.12774059466,277.113640941307
1747-06-15,638245,1747,6,15,277.888591612739,278.61399418737597,277.163189038102
1747-07-15,638275,1747,7,15,276.249649531708,275.333557138098,277.165741925318
1747-08-15,638306,1747,8,15,274.647950303987,272.27389811030497,277.022002497669
1747-09-15,638337,1747,9,15,274.609088398109,272.372651140939,276.845525655279
1747-10-15,638367,1747,10,15,275.646712467648,274.482592274585,276.81083266071096
1747-11-15,638398,1747,11,15,276.65176775438,276.36233800522,276.941197503541
1747-12-15,638428,1747,12,15,277.289272719636,277.605454608471,276.9730908308
1748-01-15,638459,1748,1,15,277.74971922252496,278.428939165854,277.07049927919604
1748-02-15,638490,1748,2,15,278.132565404408,279.084905638494,277.180225170321
1748-03-15,638519,1748,3,15,278.47418906104696,279.727132715609,277.221245406486
1748-04-15,638550,1748,4,15,278.714427412254,280.26142107681403,277.167433747695
1748-05-15,638580,1748,5,15,278.658326726006,280.16537655268297,277.15127689933
1748-06-15,638611,1748,6,15,277.926152951608,278.651555526245,277.20075037697103
1748-07-15,638641,1748,7,15,276.28684588195,275.37075348834,277.20293827556
1748-08-15,638672,1748,8,15,274.684512376471,272.31046018278903,277.058564570153
1748-09-15,638703,1748,9,15,274.644800947775,272.40836369060503,276.88123820494496
1748-10-15,638733,1748,10,15,275.68141485028804,274.517294657225,276.845535043351
1748-11-15,638764,1748,11,15,276.685353926643,276.395924177483,276.97478367580396
1748-12-15,638794,1748,12,15,277.32169123902696,277.637873127862,277.005509350191
1749-01-15,638825,1749,1,15,277.7809732474,278.460193190729,277.101753304071
1749-02-15,638856,1749,2,15,278.162712693981,279.11505292806703,277.210372459894
1749-03-15,638884,1749,3,15,278.50334197538604,279.756285629948,277.250398320825
1749-04-15,638915,1749,4,15,278.742752912282,280.289746576842,277.19575924772204
1749-05-15,638945,1749,5,15,278.68604637350103,280.193096200178,277.178996546825
1749-06-15,638976,1749,6,15,277.953542909203,278.67894548384,277.228140334566
1749-07-15,639006,1749,7,15,276.314233302974,275.39814090936403,277.23032569658403
1749-08-15,639037,1749,8,15,274.712221197927,272.338169004245,277.086273391609
1749-09-15,639068,1749,9,15,274.673109504902,272.436672247732,276.909546762072
1749-10-15,639098,1749,10,15,275.710554706905,274.54643451384203,276.874674899968
1749-11-15,639129,1749,11,15,276.715509875146,276.426080125986,277.004939624307
1749-12-15,639159,1749,12,15,277.353001300392,277.66918318922797,277.036819411556
1750-01-15,639190,1750,1,15,277.813528671183,278.492748614512,277.134308727854
1750-02-15,639221,1750,2,15,278.196557958315,279.148898192401,277.244217724228
1750-03-15,639249,1750,3,15,278.53847478698503,279.791418441547,277.285531132424
1750-04-15,639280,1750,4,15,278.779124206439,280.326117870999,277.23213054188
1750-05-15,639310,1750,5,15,278.723560314086,280.230610140763,277.21651048741
1750-06-15,639341,1750,6,15,277.992056888667,278.717459463304,277.26665431403
1750-07-15,639371,1750,7,15,276.35355959968996,275.43746720608,277.26965199330004
1750-08-15,639402,1750,8,15,274.752161975599,272.378109781917,277.126214169281
1750-09-15,639433,1750,9,15,274.713490580593,272.477053323423,276.94992783776297
1750-10-15,639463,1750,10,15,275.751226961025,274.587106767962,276.915347154088
1750-11-15,639494,1750,11,15,276.756349251447,276.466919502287,277.045779000608
1750-12-15,639524,1750,12,15,277.393908805968,277.710090694804,277.077726917132
1751-01-15,639555,1751,1,15,277.854430376474,278.53365031980303,277.17521043314497
1751-02-15,639586,1751,2,15,278.237404997105,279.189745231191,277.285064763018
1751-03-15,639614,1751,3,15,278.579243356399,279.832187010961,277.326299701838
1751-04-15,639645,1751,4,15,278.819815566946,280.366809231506,277.272821902387
1751-05-15,639675,1751,5,15,278.7642007895,280.271250616177,277.25715096282397
1751-06-15,639706,1751,6,15,278.032697866145,278.758100440782,277.307295291508
1751-07-15,639736,1751,7,15,276.394276957826,275.478184564216,277.310369351436
1751-08-15,639767,1751,8,15,274.79303604579496,272.418983852113,277.167088239477
1751-09-15,639798,1751,9,15,274.754580923462,272.518143666292,276.991018180632
1751-10-15,639828,1751,10,15,275.792570725921,274.628450532858,276.956690918984
1751-11-15,639859,1751,11,15,276.797961176469,276.508531427309,277.08739092563
1751-12-15,639889,1751,12,15,277.435781217959,277.751963106795,277.119599329123
1752-01-15,639920,1752,1,15,277.89653319102,278.575753134349,277.217313247691
1752-02-15,639951,1752,2,15,278.27968571853404,279.23202595262103,277.327345484448
1752-03-15,639980,1752,3,15,278.621627077789,279.874570732351,277.368683423228
1752-04-15,640011,1752,4,15,278.862204970113,280.40919863467303,277.315211305554
1752-05-15,640041,1752,5,15,278.806476145007,280.313525971684,277.299426318331
1752-06-15,640072,1752,6,15,278.074717033296,278.800119607933,277.34931445865897
1752-07-15,640102,1752,7,15,276.43587567625804,275.519783282648,277.351968069868
1752-08-15,640133,1752,8,15,274.834047621133,272.45999542745096,277.208099814815
1752-09-15,640164,1752,9,15,274.794868697016,272.558431439846,277.031305954186
1752-10-15,640194,1752,10,15,275.832031160763,274.6679109677,276.996151353826
1752-11-15,640225,1752,11,15,276.836523857432,276.547094108272,277.12595360659304
1752-12-15,640255,1752,12,15,277.47340885164,277.789590740475,277.157226962804
1753-01-15,640286,1753,1,15,277.933221605774,278.61244154910304,277.254001662445
1753-02-15,640317,1753,2,15,278.315463864482,279.267804098568,277.363123630395
1753-03-15,640345,1753,3,15,278.656557026807,279.909500681369,277.403613372246
1753-04-15,640376,1753,4,15,278.896381915845,280.443375580405,277.349388251285
1753-05-15,640406,1753,5,15,278.840028402855,280.34707822953203,277.332978576179
1753-06-15,640437,1753,6,15,278.107806040425,278.833208615062,277.382403465788
1753-07-15,640467,1753,7,15,276.468695862632,275.55260346902196,277.38478825624196
1753-08-15,640498,1753,8,15,274.866810881542,272.49275868786,277.240863075224
1753-09-15,640529,1753,9,15,274.827773646741,272.591336389571,277.06421090391103
1753-10-15,640559,1753,10,15,275.86525946476297,274.70113927169996,277.029379657826
1753-11-15,640590,1753,11,15,276.870240230347,276.580810481187,277.159669979508
1753-12-15,640620,1753,12,15,277.507761057785,277.823942946621,277.19157916894903
1754-01-15,640651,1754,1,15,277.968340459146,278.647560402475,277.289120515817
1754-02-15,640682,1754,2,15,278.351463228753,279.303803462839,277.39912299466596
1754-03-15,640710,1754,3,15,278.69353381532903,279.946477469891,277.440590160768
1754-04-15,640741,1754,4,15,278.93441609164796,280.481409756208,277.387422427089
1754-05-15,640771,1754,5,15,278.879182978648,280.386232805325,277.372133151972
1754-06-15,640802,1754,6,15,278.14812707859403,278.873529653231,277.422724503957
1754-07-15,640832,1754,7,15,276.510212488487,275.59412009487704,277.42630488209704
1754-08-15,640863,1754,8,15,274.909533438312,272.53548124463,277.283585631994
1754-09-15,640894,1754,9,15,274.87168483323995,272.63524757607,277.10812209041
1754-10-15,640924,1754,10,15,275.910312147068,274.746191954005,277.074432340131
1754-11-15,640955,1754,11,15,276.916357441796,276.626927692636,277.205787190957
1754-12-15,640985,1754,12,15,277.554835998978,277.871017887814,277.23865411014197
1755-01-15,641016,1755,1,15,278.01623649794396,278.695456441273,277.337016554615
1755-02-15,641047,1755,2,15,278.40001390028,279.352354134366,277.447673666193
1755-03-15,641075,1755,3,15,278.74254282197,279.995486476532,277.489599167409
1755-04-15,641106,1755,4,15,278.98365730305,280.53065096761003,277.43666363849
1755-05-15,641136,1755,5,15,278.928400431718,280.435450258395,277.421350605042
1755-06-15,641167,1755,6,15,278.197034977504,278.922437552141,277.471632402867
1755-07-15,641197,1755,7,15,276.558495208404,275.642402814794,277.474587602014
1755-08-15,641228,1755,8,15,274.956864406843,272.582812213161,277.33091660052503
1755-09-15,641259,1755,9,15,274.917795948453,272.681358691283,277.15423320562303
1755-10-15,641289,1755,10,15,275.955009954337,274.790889761274,277.1191301474
1755-11-15,641320,1755,11,15,276.959523133799,276.670093384639,277.24895288296
1755-12-15,641350,1755,12,15,277.596425415701,277.91260730453604,277.280243526865
1756-01-15,641381,1756,1,15,278.05628012668,278.735500070009,277.377060183351
1756-02-15,641412,1756,2,15,278.438616875625,279.39095710971196,277.486276641539
1756-03-15,641441,1756,3,15,278.77988492582995,280.032828580392,277.526941271269
1756-04-15,641472,1756,4,15,279.019992964634,280.566986629194,277.472999300074
1756-05-15,641502,1756,5,15,278.964058727544,280.471108554221,277.457008900868
1756-06-15,641533,1756,6,15,278.232419631394,278.957822206031,277.50701705675704
1756-07-15,641563,1756,7,15,276.594084591487,275.677992197877,277.510176985097
1756-08-15,641594,1756,8,15,274.993187869257,272.61913567557497,277.367240062939
1756-09-15,641625,1756,9,15,274.955324988799,272.71888773162897,277.191762245969
1756-10-15,641655,1756,10,15,275.994126422976,274.830006229913,277.15824661603904
1756-11-15,641686,1756,11,15,277.00051922162703,276.711089472467,277.289948970788
1756-12-15,641716,1756,12,15,277.639503654146,277.955685542981,277.32332176531
1757-01-15,641747,1757,1,15,278.101553387702,278.780773331031,277.422333444373
1757-02-15,641778,1757,2,15,278.48610837172004,279.438448605806,277.53376813763305
1757-03-15,641806,1757,3,15,278.82952821002397,280.082471864586,277.576584555463
1757-04-15,641837,1757,4,15,279.071631930488,280.618625595048,277.524638265929
1757-05-15,641867,1757,5,15,279.01744760915,280.524497435827,277.510397782474
1757-06-15,641898,1757,6,15,278.287223003379,279.012625578016,277.561820428742
1757-07-15,641928,1757,7,15,276.64987736901,275.7337849754,277.56596976262
1757-08-15,641959,1757,8,15,275.049472594755,272.675420401073,277.423524788437
1757-09-15,641990,1757,9,15,275.01163315736596,272.775195900196,277.248070414536
1757-10-15,642020,1757,10,15,276.050055833971,274.88593564090803,277.214176027034
1757-11-15,642051,1757,11,15,277.0557340564,276.76630430724,277.345163805561
1757-12-15,642081,1757,12,15,277.693734476035,278.00991636487004,277.377552587199
1758-01-15,642112,1758,1,15,278.154597142037,278.833817085366,277.475377198708
1758-02-15,642143,1758,2,15,278.53782838582003,279.490168619906,277.585488151733
1758-03-15,642171,1758,3,15,278.879854193199,280.132797847761,277.626910538638
1758-04-15,642202,1758,4,15,279.120559974036,280.667553638596,277.573566309476
1758-05-15,642232,1758,5,15,279.065040186362,280.57209001303903,277.557990359686
1758-06-15,642263,1758,6,15,278.333608969534,279.05901154417097,277.608206394897
1758-07-15,642293,1758,7,15,276.695251961377,275.779159567767,277.611344354987
1758-08-15,642324,1758,8,15,275.094090575669,272.720038381987,277.468142769351
1758-09-15,642355,1758,9,15,275.055759063066,272.819321805896,277.29219632023603
1758-10-15,642385,1758,10,15,276.093941873828,274.929821680765,277.258062066891
1758-11-15,642416,1758,11,15,277.09962000437804,276.810190255218,277.389049753539
1758-12-15,642446,1758,12,15,277.737847670691,278.054029559527,277.421665781855
1759-01-15,642477,1759,1,15,278.19915248651904,278.87837242984796,277.51993254319
1759-02-15,642508,1759,2,15,278.583028347869,279.53536858195497,277.630688113782
1759-03-15,642536,1759,3,15,278.925888805146,280.17883245970796,277.672945150585
1759-04-15,642567,1759,4,15,279.167606832808,280.714600497368,277.620613168249
1759-05-15,642597,1759,5,15,279.113264453477,280.620314280154,277.606214626801
1759-06-15,642628,1759,6,15,278.3831633711,279.108565945737,277.65776079646304
1759-07-15,642658,1759,7,15,276.746276788098,275.830184394488,277.662369181708
1759-08-15,642689,1759,8,15,275.14671260781,272.772660414128,277.520764801492
1759-09-15,642720,1759,9,15,275.110074716694,272.873637459524,277.346511973864
1759-10-15,642750,1759,10,15,276.150004280187,274.98588408712396,277.31412447325
1759-11-15,642781,1759,11,15,277.157438702577,276.868008953417,277.446868451738
1759-12-15,642811,1759,12,15,277.797388607712,278.113570496547,277.481206718876
1760-01-15,642842,1760,1,15,278.260338017211,278.93955796054,277.581118073882
1760-02-15,642873,1760,2,15,278.64573723495204,279.598077469038,277.693397000865
1760-03-15,642902,1760,3,15,278.989956219209,280.242899873771,277.737012564648
1760-04-15,642933,1760,4,15,279.232824352309,280.779818016869,277.68583068775
1760-05-15,642963,1760,5,15,279.179380064741,280.686429891418,277.672330238065
1760-06-15,642994,1760,6,15,278.44988146832696,279.175284042964,277.72447889369
1760-07-15,643024,1760,7,15,276.81325817335204,275.897165779742,277.729350566962
1760-08-15,643055,1760,8,15,275.213578235605,272.83952604192297,277.587630429287
1760-09-15,643086,1760,9,15,275.176465135963,272.940027878793,277.41290239313304
1760-10-15,643116,1760,10,15,276.21562782970403,275.051507636641,277.379748022767
1760-11-15,643147,1760,11,15,277.22207294381,276.93264319465,277.511502692971
1760-12-15,643177,1760,12,15,277.860880324818,278.177062213653,277.544698435982
1761-01-15,643208,1761,1,15,278.32260321704103,279.00182316037,277.643383273712
1761-02-15,643239,1761,2,15,278.706761147048,279.659101381134,277.754420912961
1761-03-15,643267,1761,3,15,279.049793295805,280.30273695036703,277.796849641244
1761-04-15,643298,1761,4,15,279.291598268331,280.838591932891,277.744604603772
1761-05-15,643328,1761,5,15,279.23728371780703,280.744333544484,277.730233891131
1761-06-15,643359,1761,6,15,278.507176978744,279.232579553381,277.781774404107
1761-07-15,643389,1761,7,15,276.870276884122,275.95418449051203,277.78636927773204
1761-08-15,643420,1761,8,15,275.270717777566,272.896665583884,277.644769971248
1761-09-15,643451,1761,9,15,275.234123763159,272.997686505989,277.470561020329
1761-10-15,643481,1761,10,15,276.274138830624,275.110018637561,277.43825902368695
1761-11-15,643512,1761,11,15,277.281701721775,276.992271972615,277.571131470936
1761-12-15,643542,1761,12,15,277.92182439797995,278.23800628681596,277.605642509144
1762-01-15,643573,1762,1,15,278.384992218383,279.064212161712,277.705772275054
1762-02-15,643604,1762,2,15,278.770656824385,279.722997058471,277.818316590298
1762-03-15,643632,1762,3,15,279.11518951178397,280.368133166346,277.862245857223
1762-04-15,643663,1762,4,15,279.358421000429,280.905414664989,277.81142733587
1762-05-15,643693,1762,5,15,279.30539105833304,280.81244088501,277.798341231657
1762-06-15,643724,1762,6,15,278.57635913483995,279.301761709477,277.85095656020303
1762-07-15,643754,1762,7,15,276.940256177759,276.02416378414904,277.85634857136904
1762-08-15,643785,1762,8,15,275.34115012072203,272.96709792703996,277.715202314404
1762-09-15,643816,1762,9,15,275.30464933387003,273.0682120767,277.54108659104
1762-10-15,643846,1762,10,15,276.344445245203,275.18032505214,277.508565438266
1762-11-15,643877,1762,11,15,277.35152808224,277.06209833308,277.640957831401
1762-12-15,643907,1762,12,15,277.990961292057,278.307143180892,277.674779403221
1763-01-15,643938,1763,1,15,278.453281719504,279.13250166283296,277.774061776175
1763-02-15,643969,1763,2,15,278.837992491689,279.790332725775,277.88565225760203
1763-03-15,643997,1763,3,15,279.181516390117,280.434460044679,277.928572735556
1763-04-15,644028,1763,4,15,279.423735620343,280.970729284903,277.876741955784
1763-05-15,644058,1763,5,15,279.36974143608796,280.876791262765,277.862691609412
1763-06-15,644089,1763,6,15,278.639844772402,279.365247347039,277.914442197765
1763-07-15,644119,1763,7,15,277.00302806280104,276.086935669191,277.919120456411
1763-08-15,644150,1763,8,15,275.403410195504,273.029358001822,277.777462389186
1763-09-15,644181,1763,9,15,275.36661881686797,273.130181559698,277.603056074038
1763-10-15,644211,1763,10,15,276.40631476058104,275.242194567518,277.570434953644
1763-11-15,644242,1763,11,15,277.413453201214,277.12402345205396,277.702882950375
1763-12-15,644272,1763,12,15,278.05306253289103,278.369244421726,277.73688064405496
1764-01-15,644303,1764,1,15,278.515644547514,279.19486449084303,277.83642460418497
1764-02-15,644334,1764,2,15,278.90066731923696,279.853007553323,277.94832708514997
1764-03-15,644363,1764,3,15,279.244518576617,280.497462231179,277.99157492205603
1764-04-15,644394,1764,4,15,279.487045472259,281.034039136819,277.94005180769904
1764-05-15,644424,1764,5,15,279.433304206933,280.94035403361,277.926254380257
1764-06-15,644455,1764,6,15,278.703570662738,279.428973237375,277.97816808810103
1764-07-15,644485,1764,7,15,277.06679222023996,276.15069982663,277.98288461385
1764-08-15,644516,1764,8,15,275.467052847812,273.09300065413,277.84110504149396
1764-09-15,644547,1764,9,15,275.42996079124197,273.19352353407197,277.666398048412
1764-10-15,644577,1764,10,15,276.46918787408197,275.30506768101895,277.633308067145
1764-11-15,644608,1764,11,15,277.475703837821,277.186274088661,277.765133586982
1764-12-15,644638,1764,12,15,278.114551643507,278.43073353234297,277.798369754671
1765-01-15,644669,1765,1,15,278.576247649963,279.255467593292,277.897027706634
1765-02-15,644700,1765,2,15,278.960274498264,279.91261473235,278.00793426417704
1765-03-15,644728,1765,3,15,279.30303448388696,280.555978138449,278.050090829326
1765-04-15,644759,1765,4,15,279.544389326361,281.091382990921,277.997395661802
1765-05-15,644789,1765,5,15,279.489409793375,280.996459620052,277.982359966699
1765-06-15,644820,1765,6,15,278.758386333951,279.483788908588,278.032983759314
1765-07-15,644850,1765,7,15,277.120280895505,276.204194431624,278.036367359385
1765-08-15,644881,1765,8,15,275.519192002512,273.145157598018,277.893226407006
1765-09-15,644912,1765,9,15,275.480745014609,273.24433740608504,277.717152623133
1765-10-15,644942,1765,10,15,276.518639451799,275.354560766841,277.682718136758
1765-11-15,644973,1765,11,15,277.523875196507,277.234498814909,277.813251578104
1765-12-15,645003,1765,12,15,278.161525350712,278.477772466569,277.845278234855
1766-01-15,645034,1766,1,15,278.622136414174,279.301433443983,277.942839384365
1766-02-15,645065,1766,2,15,279.00522116890096,279.957650348926,278.052791988877
1766-03-15,645093,1766,3,15,279.34721205130796,280.60025651126597,278.09416759134996
1766-04-15,645124,1766,4,15,279.588000921853,281.135107251268,278.040894592438
1766-05-15,645154,1766,5,15,279.532688689165,281.039863040155,278.025514338175
1766-06-15,645185,1766,6,15,278.80159594319696,279.52713490160596,278.076056984788
1766-07-15,645215,1766,7,15,277.163714772371,276.247770621991,278.07965892275
1766-08-15,645246,1766,8,15,275.563173838325,273.189281747333,277.937065929318
1766-09-15,645277,1766,9,15,275.52561293161,273.28934763658697,277.761878226633
1766-10-15,645307,1766,10,15,276.564689349383,275.400752977925,277.72862572084
1766-11-15,645338,1766,11,15,277.571347777583,277.282113709487,277.860581845679
1766-12-15,645368,1766,12,15,278.210606121706,278.526995551065,277.894216692348
1767-01-15,645399,1767,1,15,278.67295568502897,279.352395028339,277.99351634171904
1767-02-15,645430,1767,2,15,279.057854053075,280.01042554660097,278.10528255955
1767-03-15,645458,1767,3,15,279.401678465776,280.654865239236,278.148491692317
1767-04-15,645489,1767,4,15,279.644265587107,281.191514230023,278.097016944191
1767-05-15,645519,1767,5,15,279.59066112921,281.097977793702,278.083344464719
1767-06-15,645550,1767,6,15,278.861130485556,279.586811757467,278.135449213646
1767-07-15,645580,1767,7,15,277.22461054808497,276.308808711207,278.140412384963
1767-08-15,645611,1767,8,15,275.625174781947,273.251425004456,277.998924559439
1767-09-15,645642,1767,9,15,275.588420986257,273.352298004736,277.824543967779
1767-10-15,645672,1767,10,15,276.628022338007,275.464228280051,277.791816395963
1767-11-15,645703,1767,11,15,277.634955508096,277.345863753501,277.924047262691
1767-12-15,645733,1767,12,15,278.274270390983,278.590802133843,277.957738648124
1768-01-15,645764,1768,1,15,278.736490278909,279.416071935721,278.05690862209804
1768-02-15,645795,1768,2,15,279.121104746363,280.07381855339,278.168390939336
1768-03-15,645824,1768,3,15,279.464523022236,280.717852109197,278.211193935276
1768-04-15,645855,1768,4,15,279.706613759469,281.254004715887,278.159222803052
1768-05-15,645885,1768,5,15,279.652454659171,281.159913637163,278.144995681178
1768-06-15,645916,1768,6,15,278.922343103772,279.648166689184,278.196519518361
1768-07-15,645946,1768,7,15,277.285247974178,276.369588450801,278.200907497555
1768-08-15,645977,1768,8,15,275.68527472450404,273.311667260513,278.058882188494
1768-09-15,646008,1768,9,15,275.64804829923196,273.412067631212,277.884028967253
1768-10-15,646038,1768,10,15,276.687242103193,275.523590358738,277.850893847647
1768-11-15,646069,1768,11,15,277.693823640809,277.404874199715,277.982773081903
1768-12-15,646099,1768,12,15,278.332833626866,278.649507683228,278.016159570505
1769-01-15,646130,1769,1,15,278.794786173928,279.474510144241,278.115062203616
1769-02-15,646161,1769,2,15,279.179161676808,280.132017797336,278.226305556279
1769-03-15,646189,1769,3,15,279.522360184722,280.775831585184,278.26888878426
1769-04-15,646220,1769,4,15,279.764241170935,281.311774440853,278.216707901016
1769-05-15,646250,1769,5,15,279.709873156878,281.21747444837104,278.202271865384
1769-06-15,646281,1769,6,15,278.97954434530897,279.705510244221,278.253578446396
1769-07-15,646311,1769,7,15,277.34221443745497,276.42669722758,278.257731647331
1769-08-15,646342,1769,8,15,275.74197970775697,273.368514557268,278.115444858246
1769-09-15,646373,1769,9,15,275.704458801919,273.468620447401,277.94029715643796
1769-10-15,646403,1769,10,15,276.743343866299,275.579834435346,277.906853297252
1769-11-15,646434,1769,11,15,277.74963415337004,277.46082702577803,278.03844128096296
1769-12-15,646464,1769,12,15,278.38840224289396,278.705218612756,278.071585873031
1770-01-15,646495,1770,1,15,278.850194112411,279.530060396225,278.170327828598
1770-02-15,646526,1770,2,15,279.23452202171296,280.187520455742,278.281523587683
1770-03-15,646554,1770,3,15,279.57781788499403,280.831431598957,278.32420417103
1770-04-15,646585,1770,4,15,279.819973040497,281.36764862391703,278.272297457077
1770-05-15,646615,1770,5,15,279.76608787462897,281.273831479624,278.258344269634
1770-06-15,646646,1770,6,15,279.036482455126,279.76259066754,278.310374242712
1770-07-15,646676,1770,7,15,277.400148348193,276.484773451819,278.315523244568
1770-08-15,646707,1770,8,15,275.801213693249,273.427890856261,278.174536530236
1770-09-15,646738,1770,9,15,275.765323316751,273.529627275733,278.001019357768
1770-10-15,646768,1770,10,15,276.806129002033,275.642761884581,277.96949611948503
1770-11-15,646799,1770,11,15,277.814546009309,277.525881195218,278.103210823401
1770-12-15,646829,1770,12,15,278.455562138925,278.772520822288,278.138603455561
1771-01-15,646860,1771,1,15,278.919638589003,279.599647186318,278.239629991687
1771-02-15,646891,1771,2,15,279.306202839915,280.259343587446,278.353062092384
1771-03-15,646919,1771,3,15,279.65160202644296,280.90535805390704,278.397845998978
1771-04-15,646950,1771,4,15,279.89564270740897,281.44346060432997,278.347824810488
1771-05-15,646980,1771,5,15,279.843340489804,281.3512264083,278.335454571308
1771-06-15,647011,1771,6,15,279.114930661948,279.841181187863,278.388680136032
1771-07-15,647041,1771,7,15,277.479320010628,276.564087427754,278.39455259350103
1771-08-15,647072,1771,8,15,275.880551895844,273.507371372358,278.25373241933
1771-09-15,647103,1771,9,15,275.844193240114,273.608639512597,278.07974696762994
1771-10-15,647133,1771,10,15,276.883925896212,275.720701092261,278.047150700163
1771-11-15,647164,1771,11,15,277.890782148309,277.60225964772,278.179304648899
1771-12-15,647194,1771,12,15,278.529869371768,278.846970368633,278.21276837490296
1772-01-15,647225,1772,1,15,278.991768339726,279.671919250542,278.311617428909
1772-02-15,647256,1772,2,15,279.376026107574,280.329309168606,278.422743046542
1772-03-15,647285,1772,3,15,279.71910938510797,280.973007726074,278.465211044142
1772-04-15,647316,1772,4,15,279.960944306166,281.50890451658796,278.412984095743
1772-05-15,647346,1772,5,15,279.906666052758,281.414694284756,278.39863782076003
1772-06-15,647377,1772,6,15,279.176629488218,279.90302232763503,278.450236648801
1772-07-15,647407,1772,7,15,277.53986097435103,276.62477070497897,278.454951243723
1772-08-15,647438,1772,8,15,275.940523446172,273.567485236187,278.313561656157
1772-09-15,647469,1772,9,15,275.904298340013,273.668886925998,278.139709754028
1772-10-15,647499,1772,10,15,276.94486883680304,275.781786346354,278.107951327253
1772-11-15,647530,1772,11,15,277.95315552490797,277.664775337819,278.241535711996
1772-12-15,647560,1772,12,15,278.594149055154,278.91139236552004,278.276905744788
1773-01-15,647591,1773,1,15,279.058313476153,279.738606700471,278.378020251835
1773-02-15,647622,1773,2,15,279.44507911876303,280.398504493296,278.49165374422995
1773-03-15,647650,1773,3,15,279.790795968248,281.044836622715,278.536755313781
1773-04-15,647681,1773,4,15,280.035273433918,281.583375957842,278.487170909994
1773-05-15,647711,1773,5,15,279.983529973249,281.491700518748,278.47535942775
1773-06-15,647742,1773,6,15,279.255803725048,279.982338877966,278.52926857213
1773-07-15,647772,1773,7,15,277.621004326585,276.706056370714,278.535952282455
1773-08-15,647803,1773,8,15,276.023177988348,273.650282091864,278.396073884832
1773-09-15,647834,1773,9,15,275.987892063993,273.752622963479,278.22316116450696
1773-10-15,647864,1773,10,15,277.02880792213796,275.865867745189,278.191748099086
1773-11-15,647895,1773,11,15,278.03694030373697,277.748702430149,278.325178177324
1773-12-15,647925,1773,12,15,278.677381536337,278.994767160205,278.35999591247
1774-01-15,647956,1774,1,15,279.14069734526004,279.821132883079,278.460261807441
1774-02-15,647987,1774,2,15,279.52641973807704,280.47998742611196,278.57285205004297
1774-03-15,648015,1774,3,15,279.87100037676703,281.125183344736,278.616817408799
1774-04-15,648046,1774,4,15,280.11435034735297,281.662595184778,278.56610550992804
1774-05-15,648076,1774,5,15,280.061589784025,281.569902643025,278.553276925025
1774-06-15,648107,1774,6,15,279.33305850230204,280.059735968721,278.606381035883
1774-07-15,648137,1774,7,15,277.697767816169,276.7829621738,278.612573458538
1774-08-15,648168,1774,8,15,276.099865612826,273.727112029844,278.472619195809
1774-09-15,648199,1774,9,15,276.06501980977697,273.829893022765,278.30014659679
1774-10-15,648229,1774,10,15,277.106923532435,275.944125668988,278.269721395882
1774-11-15,648260,1774,11,15,278.116513390274,277.828417830188,278.40460895036
1774-12-15,648290,1774,12,15,278.758793560829,279.076321498198,278.441265623461
1775-01-15,648321,1775,1,15,279.224241619419,279.90481947073897,278.543663768099
1775-02-15,648352,1775,2,15,279.612301423608,280.566011425144,278.65859142207296
1775-03-15,648380,1775,3,15,279.959336485368,281.213661766838,278.705011203899
1775-04-15,648411,1775,4,15,280.20516974071603,281.753556891643,278.65678258979
1775-05-15,648441,1775,5,15,280.154833173835,281.663288346336,278.646378001333
1775-06-15,648472,1775,6,15,279.428578450236,280.155398230157,278.701758670316
1775-07-15,648502,1775,7,15,277.795328733901,276.88066540503297,278.709992062769
1775-08-15,648533,1775,8,15,276.199143762021,273.82653249253997,278.571755031503
1775-09-15,648564,1775,9,15,276.165603650804,273.930619177293,278.40058812431596
1775-10-15,648594,1775,10,15,277.208356536485,276.045700986539,278.37101208642997
1775-11-15,648625,1775,11,15,278.21837935180696,277.930426105222,278.50633259839196
1775-12-15,648655,1775,12,15,278.860726867455,279.178397118325,278.54305661658503
1776-01-15,648686,1776,1,15,279.32592725189096,280.006647416713,278.64520708707
1776-02-15,648717,1776,2,15,279.71347495582404,280.667327270861,278.759622640786
