,datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
1269,38639,105,10,15,15-Oct-0105 00:00:00,276.235771019086,275.07165082602296,277.399891212149
1270,38670,105,11,15,15-Nov-0105 00:00:00,277.236804572822,276.947374823662,277.526234321983
1271,38700,105,12,15,15-Dec-0105 00:00:00,277.870351906865,278.186533795701,277.55417001802897
1272,38731,106,1,15,15-Jan-0106 00:00:00,278.326981491273,279.006201434602,277.647761547944
1273,38762,106,2,15,15-Feb-0106 00:00:00,278.706228078357,279.658568312443,277.75388784427
1274,38790,106,3,15,15-Mar-0106 00:00:00,279.044544806765,280.297488461327,277.791601152204
1275,38821,106,4,15,15-Apr-0106 00:00:00,279.28180775952,280.82880142408,277.73481409496003
1276,38851,106,5,15,15-May-0106 00:00:00,279.223060992668,280.73011081934504,277.71601116599203
1277,38882,106,6,15,15-Jun-0106 00:00:00,278.488566052369,279.213968627006,277.763163477732
1278,38912,106,7,15,15-Jul-0106 00:00:00,276.847255983253,275.931163589643,277.763348376863
1279,38943,106,8,15,15-Aug-0106 00:00:00,275.243200403159,272.86914820947703,277.617252596841
1280,38974,106,9,15,15-Sep-0106 00:00:00,275.20198925826304,272.965552001093,277.438426515433
1281,39004,106,10,15,15-Oct-0106 00:00:00,276.237266798991,275.073146605928,277.401386992054
1282,39035,106,11,15,15-Nov-0106 00:00:00,277.239973863977,276.95054411481703,277.529403613138
1283,39065,106,12,15,15-Dec-0106 00:00:00,277.875124511406,278.191306400242,277.55894262257004
1284,39096,107,1,15,15-Jan-0107 00:00:00,278.333206197241,279.01242614057,277.653986253912
1285,39127,107,2,15,15-Feb-0107 00:00:00,278.713672659699,279.666012893785,277.761332425612
1286,39155,107,3,15,15-Mar-0107 00:00:00,279.052897635089,280.30584128965097,277.799953980528
1287,39186,107,4,15,15-Apr-0107 00:00:00,279.290731033439,280.837724697999,277.743737368879
1288,39216,107,5,15,15-May-0107 00:00:00,279.232255764046,280.739305590723,277.72520593737005
1289,39247,107,6,15,15-Jun-0107 00:00:00,278.497776259518,279.223178834155,277.77237368488096
1290,39277,107,7,15,15-Jul-0107 00:00:00,276.856268450932,275.940176057322,277.772360844542
1291,39308,107,8,15,15-Aug-0107 00:00:00,275.251844842575,272.87779264889303,277.625897036257
1292,39339,107,9,15,15-Sep-0107 00:00:00,275.21013826707,272.9737010099,277.44657552424
1293,39369,107,10,15,15-Oct-0107 00:00:00,276.244835861291,275.080715668228,277.408956054354
1294,39400,107,11,15,15-Nov-0107 00:00:00,277.246921350318,276.957491601158,277.53635109947896
1295,39430,107,12,15,15-Dec-0107 00:00:00,277.881451678785,278.19763356762,277.565269789949
1296,39461,108,1,15,15-Jan-0108 00:00:00,278.338957189101,279.01817713242997,277.659737245772
1297,39492,108,2,15,15-Feb-0108 00:00:00,278.71893450593103,279.671274740017,277.766594271845
1298,39521,108,3,15,15-Mar-0108 00:00:00,279.057799821497,280.310743476059,277.804856166936
1299,39552,108,4,15,15-Apr-0108 00:00:00,279.29542027366404,280.842413938224,277.74842660910497
1300,39582,108,5,15,15-May-0108 00:00:00,279.2368565744,280.743906401077,277.729806747724
1301,39613,108,6,15,15-Jun-0108 00:00:00,278.502387470211,279.227790044848,277.776984895574
1302,39643,108,7,15,15-Jul-0108 00:00:00,276.860963206073,275.944870812463,277.777055599683
1303,39674,108,8,15,15-Aug-0108 00:00:00,275.25667060017,272.882618406488,277.630722793852
1304,39705,108,9,15,15-Sep-0108 00:00:00,275.215116799023,272.978679541853,277.451554056193
1305,39735,108,10,15,15-Oct-0108 00:00:00,276.249963253407,275.085843060344,277.41408344647004
1306,39766,108,11,15,15-Nov-0108 00:00:00,277.25216800229697,276.962738253137,277.541597751458
1307,39796,108,12,15,15-Dec-0108 00:00:00,277.886762304226,278.20294419306197,277.57058041539
1308,39827,109,1,15,15-Jan-0109 00:00:00,278.344250815503,279.023470758832,277.665030872174
1309,39858,109,2,15,15-Feb-0109 00:00:00,278.724104474689,279.67644470877497,277.771764240602
1310,39886,109,3,15,15-Mar-0109 00:00:00,279.062713909841,280.315657564403,277.80977025528
1311,39917,109,4,15,15-Apr-0109 00:00:00,279.299938670084,280.846932334644,277.752945005525
1312,39947,109,5,15,15-May-0109 00:00:00,279.24086965425397,280.747919480931,277.73381982757803
1313,39978,109,6,15,15-Jun-0109 00:00:00,278.505820640357,279.23122321499403,277.78041806572
1314,40008,109,7,15,15-Jul-0109 00:00:00,276.863776904867,275.947684511257,277.77986929847697
1315,40039,109,8,15,15-Aug-0109 00:00:00,275.258860297473,272.884808103791,277.632912491155
1316,40070,109,9,15,15-Sep-0109 00:00:00,275.216712996193,272.980275739023,277.453150253363
1317,40100,109,10,15,15-Oct-0109 00:00:00,276.251031483303,275.08691129024,277.415151676366
1318,40131,109,11,15,15-Nov-0109 00:00:00,277.25280882927996,276.96337908012003,277.542238578441
1319,40161,109,12,15,15-Dec-0109 00:00:00,277.887111324157,278.203293212992,277.57092943532103
1320,40192,110,1,15,15-Jan-0110 00:00:00,278.344478655743,279.023698599072,277.665258712414
1321,40223,110,2,15,15-Feb-0110 00:00:00,278.7244167941,279.676757028186,277.77207656001303
1322,40251,110,3,15,15-Mar-0110 00:00:00,279.06335135732,280.316295011882,277.810407702759
1323,40282,110,4,15,15-Apr-0110 00:00:00,279.301156400999,280.848150065559,277.754162736439
1324,40312,110,5,15,15-May-0110 00:00:00,279.242881502099,280.74993132877603,277.735831675423
1325,40343,110,6,15,15-Jun-0110 00:00:00,278.508789546206,279.23419212084303,277.783386971569
1326,40373,110,7,15,15-Jul-0110 00:00:00,276.867814917373,275.951722523763,277.783907310983
1327,40404,110,8,15,15-Aug-0110 00:00:00,275.264028572867,272.889976379185,277.638080766549
1328,40435,110,9,15,15-Sep-0110 00:00:00,275.223021798286,272.986584541116,277.459459055456
1329,40465,110,10,15,15-Oct-0110 00:00:00,276.258440183485,275.094319990422,277.422560376548
1330,40496,110,11,15,15-Nov-0110 00:00:00,277.26122590652,276.97179615736,277.550655655681
1331,40526,110,12,15,15-Dec-0110 00:00:00,277.896394365002,278.212576253837,277.580212476166
1332,40557,111,1,15,15-Jan-0111 00:00:00,278.35443435432,279.033654297649,277.675214410991
1333,40588,111,2,15,15-Feb-0111 00:00:00,278.734800952116,279.687141186202,277.782460718029
1334,40616,111,3,15,15-Mar-0111 00:00:00,279.07386889043204,280.326812544994,277.820925235871
1335,40647,111,4,15,15-Apr-0111 00:00:00,279.311482458689,280.85847612324903,277.76448879413
1336,40677,111,5,15,15-May-0111 00:00:00,279.252735527793,280.75978535447,277.745685701117
1337,40708,111,6,15,15-Jun-0111 00:00:00,278.517951783305,279.243354357942,277.792549208668
1338,40738,111,7,15,15-Jul-0111 00:00:00,276.876126409259,275.960034015649,277.792218802869
1339,40769,111,8,15,15-Aug-0111 00:00:00,275.271391162895,272.89733896921297,277.645443356577
1340,40800,111,9,15,15-Sep-0111 00:00:00,275.229398129792,272.992960872622,277.465835386962
1341,40830,111,10,15,15-Oct-0111 00:00:00,276.263853699781,275.099733506718,277.427973892844
1342,40861,111,11,15,15-Nov-0111 00:00:00,277.265760850895,276.976331101735,277.555190600056
1343,40891,111,12,15,15-Dec-0111 00:00:00,277.900195780723,278.216377669559,277.584013891887
1344,40922,112,1,15,15-Jan-0112 00:00:00,278.35770808462996,279.036928027959,277.678488141301
1345,40953,112,2,15,15-Feb-0112 00:00:00,278.737813640237,279.690153874323,277.785473406151
1346,40982,112,3,15,15-Mar-0112 00:00:00,279.076947979563,280.329891634125,277.82400432500197
1347,41013,112,4,15,15-Apr-0112 00:00:00,279.314998473935,280.861992138495,277.768004809376
1348,41043,112,5,15,15-May-0112 00:00:00,279.25702163952303,280.7640714662,277.749971812847
1349,41074,112,6,15,15-Jun-0112 00:00:00,278.52328059773,279.248683172367,277.797878023093
1350,41104,112,7,15,15-Jul-0112 00:00:00,276.882709960842,275.966617567232,277.798802354452
1351,41135,112,8,15,15-Aug-0112 00:00:00,275.279380914358,272.905328720676,277.65343310804
1352,41166,112,9,15,15-Sep-0112 00:00:00,275.23888497211004,273.00244771494,277.47532222928
1353,41196,112,10,15,15-Oct-0112 00:00:00,276.274867952185,275.11074775912203,277.438988145248
1354,41227,112,11,15,15-Nov-0112 00:00:00,277.27827226087203,276.988842511712,277.567702010033
1355,41257,112,12,15,15-Dec-0112 00:00:00,277.914113524016,278.230295412852,277.59793163518
1356,41288,113,1,15,15-Jan-0113 00:00:00,278.372880765238,279.052100708567,277.69366082190896
1357,41319,113,2,15,15-Feb-0113 00:00:00,278.75402929041303,279.706369524499,277.801689056326
1358,41347,113,3,15,15-Mar-0113 00:00:00,279.093934059815,280.346877714377,277.840990405254
1359,41378,113,4,15,15-Apr-0113 00:00:00,279.332432779193,280.879426443753,277.785439114634
1360,41408,113,5,15,15-May-0113 00:00:00,279.274595365851,280.781645192528,277.767545539175
1361,41439,113,6,15,15-Jun-0113 00:00:00,278.540721282457,279.266123857094,277.81531870782004
1362,41469,113,7,15,15-Jul-0113 00:00:00,276.899781526595,275.983689132985,277.815873920205
1363,41500,113,8,15,15-Aug-0113 00:00:00,275.29588366906,272.921831475378,277.669935862742
1364,41531,113,9,15,15-Sep-0113 00:00:00,275.254655608983,273.018218351813,277.491092866153
1365,41561,113,10,15,15-Oct-0113 00:00:00,276.289779549748,275.125659356685,277.453899742811
1366,41592,113,11,15,15-Nov-0113 00:00:00,277.292234282942,277.002804533782,277.581664032103
1367,41622,113,12,15,15-Dec-0113 00:00:00,277.927071819706,278.243253708542,277.61088993087003
1368,41653,114,1,15,15-Jan-0114 00:00:00,278.38481756896,279.064037512289,277.705597625631
1369,41684,114,2,15,15-Feb-0114 00:00:00,278.764963221875,279.717303455961,277.812622987788
1370,41712,114,3,15,15-Mar-0114 00:00:00,279.103920124025,280.356863778587,277.850976469464
1371,41743,114,4,15,15-Apr-0114 00:00:00,279.34155908776796,280.888552752328,277.794565423209
1372,41773,114,5,15,15-May-0114 00:00:00,279.282960375204,280.790010201881,277.775910548528
1373,41804,114,6,15,15-Jun-0114 00:00:00,278.548424149788,279.273826724425,277.82302157515096
1374,41834,114,7,15,15-Jul-0114 00:00:00,276.906922075695,275.990829682085,277.823014469305
1375,41865,114,8,15,15-Aug-0114 00:00:00,275.302562390314,272.928510196632,277.676614583996
1376,41896,114,9,15,15-Sep-0114 00:00:00,275.26097365936903,273.024536402199,277.497410916539
1377,41926,114,10,15,15-Oct-0114 00:00:00,276.295838752835,275.13171855977197,277.459958945898
1378,41957,114,11,15,15-Nov-0114 00:00:00,277.298137128892,277.008707379732,277.587566878053
1379,41987,114,12,15,15-Dec-0114 00:00:00,277.932921465275,278.24910335411096,277.61673957643904
1380,42018,115,1,15,15-Jan-0115 00:00:00,278.39071783749404,279.069937780823,277.711497894165
1381,42049,115,2,15,15-Feb-0115 00:00:00,278.771018603315,279.723358837401,277.818678369228
1382,42077,115,3,15,15-Mar-0115 00:00:00,279.110235774902,280.36317942946397,277.857292120341
1383,42108,115,4,15,15-Apr-0115 00:00:00,279.34823955244997,280.89523321701,277.801245887891
1384,42138,115,5,15,15-May-0115 00:00:00,279.290093112426,280.797142939103,277.78304328575
1385,42169,115,6,15,15-Jun-0115 00:00:00,278.55606807311904,279.281470647756,277.830665498482
1386,42199,115,7,15,15-Jul-0115 00:00:00,276.915107320655,275.999014927045,277.831199714265
1387,42230,115,8,15,15-Aug-0115 00:00:00,275.311290314374,272.937238120692,277.685342508056
1388,42261,115,9,15,15-Sep-0115 00:00:00,275.270216841948,273.03377958477796,277.506654099118
1389,42291,115,10,15,15-Oct-0115 00:00:00,276.305540995304,275.141420802241,277.469661188367
1390,42322,115,11,15,15-Nov-0115 00:00:00,277.308213454573,277.018783705413,277.59764320373404
1391,42352,115,12,15,15-Dec-0115 00:00:00,277.94325811944,278.259440008275,277.62707623060396
1392,42383,116,1,15,15-Jan-0116 00:00:00,278.401172287365,279.08039223069403,277.72195234403597
1393,42414,116,2,15,15-Feb-0116 00:00:00,278.781419538065,279.733759772151,277.829079303978
1394,42443,116,3,15,15-Mar-0116 00:00:00,279.120383105655,280.373326760217,277.867439451094
1395,42474,116,4,15,15-Apr-0116 00:00:00,279.357906822776,280.904900487336,277.810913158216
1396,42504,116,5,15,15-May-0116 00:00:00,279.299065586217,280.806115412894,277.792015759541
1397,42535,116,6,15,15-Jun-0116 00:00:00,278.564173526943,279.28957610158,277.838770952306
1398,42565,116,7,15,15-Jul-0116 00:00:00,276.922216954058,276.006124560448,277.838309347668
1399,42596,116,8,15,15-Aug-0116 00:00:00,275.317318749879,272.943266556197,277.69137094356097
1400,42627,116,9,15,15-Sep-0116 00:00:00,275.275122125059,273.038684867889,277.511559382229
1401,42657,116,10,15,15-Oct-0116 00:00:00,276.309324594502,275.145204401439,277.47344478756503
1402,42688,116,11,15,15-Nov-0116 00:00:00,277.31092026131597,277.021490512156,277.600350010477
1403,42718,116,12,15,15-Dec-0116 00:00:00,277.944976448166,278.261158337001,277.62879455933
1404,42749,117,1,15,15-Jan-0117 00:00:00,278.40203387549,279.081253818819,277.722813932161
1405,42780,117,2,15,15-Feb-0117 00:00:00,278.781599545983,279.733939780069,277.829259311896
1406,42808,117,3,15,15-Mar-0117 00:00:00,279.120100116737,280.373043771299,277.867156462176
1407,42839,117,4,15,15-Apr-0117 00:00:00,279.357421028094,280.904414692654,277.810427363534
1408,42869,117,5,15,15-May-0117 00:00:00,279.298638333915,280.805688160592,277.791588507239
1409,42900,117,6,15,15-Jun-0117 00:00:00,278.564027012473,279.28942958711,277.838624437836
1410,42930,117,7,15,15-Jul-0117 00:00:00,276.92253243320204,276.006440039592,277.838624826812
1411,42961,117,8,15,15-Aug-0117 00:00:00,275.318236538746,272.944184345064,277.69228873242804
1412,42992,117,9,15,15-Sep-0117 00:00:00,275.276741600083,273.04030434291303,277.513178857253
1413,43022,117,10,15,15-Oct-0117 00:00:00,276.311704192447,275.147583999384,277.47582438551
1414,43053,117,11,15,15-Nov-0117 00:00:00,277.314077479274,277.024647730114,277.603507228435
1415,43083,117,12,15,15-Dec-0117 00:00:00,277.948887843555,278.26506973239,277.63270595471903
1416,43114,118,1,15,15-Jan-0118 00:00:00,278.406635066055,279.085855009384,277.727415122726
1417,43145,118,2,15,15-Feb-0118 00:00:00,278.786785209798,279.739125443884,277.834444975711
1418,43173,118,3,15,15-Mar-0118 00:00:00,279.12572399220403,280.378667646766,277.872780337643
1419,43204,118,4,15,15-Apr-0118 00:00:00,279.363296797917,280.910290462477,277.816303133358
1420,43234,118,5,15,15-May-0118 00:00:00,279.304569910643,280.81161973732003,277.797520083967
1421,43265,118,6,15,15-Jun-0118 00:00:00,278.56984624155,279.295248816187,277.844443666913
1422,43295,118,7,15,15-Jul-0118 00:00:00,276.92810150352994,276.01200910992003,277.84419389714003
1423,43326,118,8,15,15-Aug-0118 00:00:00,275.323447982688,272.949395789006,277.69750017637
1424,43357,118,9,15,15-Sep-0118 00:00:00,275.281518293462,273.045081036292,277.517955550632
1425,43387,118,10,15,15-Oct-0118 00:00:00,276.315999354545,275.151879161482,277.480119547608
1426,43418,118,11,15,15-Nov-0118 00:00:00,277.317874672833,277.02844492367296,277.607304421994
1427,43448,118,12,15,15-Dec-0118 00:00:00,277.952200974776,278.268382863611,277.63601908594
1428,43479,119,1,15,15-Jan-0119 00:00:00,278.409508384601,279.08872832792997,277.730288441272
1429,43510,119,2,15,15-Feb-0119 00:00:00,278.789293308789,279.741633542875,277.836953074702
1430,43538,119,3,15,15-Mar-0119 00:00:00,279.127971808221,280.38091546278304,277.87502815366
1431,43569,119,4,15,15-Apr-0119 00:00:00,279.365419302644,280.91241296720403,277.818425638085
1432,43599,119,5,15,15-May-0119 00:00:00,279.306713895917,280.813763722594,277.799664069241
1433,43630,119,6,15,15-Jun-0119 00:00:00,278.572141758115,279.297544332752,277.846739183478
1434,43660,119,7,15,15-Jul-0119 00:00:00,276.930659321667,276.014566928057,277.846751715277
1435,43691,119,8,15,15-Aug-0119 00:00:00,275.326359592217,272.952307398535,277.700411785899
1436,43722,119,9,15,15-Sep-0119 00:00:00,275.284855903739,273.04841864656896,277.521293160909
1437,43752,119,10,15,15-Oct-0119 00:00:00,276.319815894463,275.1556957014,277.483936087526
1438,43783,119,11,15,15-Nov-0119 00:00:00,277.322203790823,277.032774041663,277.61163353998404
1439,43813,119,12,15,15-Dec-0119 00:00:00,277.957057038806,278.27323892764196,277.64087514997004
1440,43844,120,1,15,15-Jan-0120 00:00:00,278.414886482175,279.094106425504,277.73566653884603
1441,43875,120,2,15,15-Feb-0120 00:00:00,278.79516924695,279.747509481036,277.842829012863
1442,43904,120,3,15,15-Mar-0120 00:00:00,279.134302113549,280.387245768111,277.881358458988
1443,43935,120,4,15,15-Apr-0120 00:00:00,279.37214129064,280.9191349552,277.82514762607997
1444,43965,120,5,15,15-May-0120 00:00:00,279.313753171803,280.82080299848,277.806703345127
1445,43996,120,6,15,15-Jun-0120 00:00:00,278.579426501331,279.30482907596803,277.85402392669397
1446,44026,120,7,15,15-Jul-0120 00:00:00,276.938121904747,276.022029511137,277.854214298357
1447,44057,120,8,15,15-Aug-0120 00:00:00,275.33393658079,272.959884387108,277.707988774472
1448,44088,120,9,15,15-Sep-0120 00:00:00,275.29248805653197,273.05605079936197,277.528925313702
1449,44118,120,10,15,15-Oct-0120 00:00:00,276.327448163297,275.163327970234,277.49156835636
1450,44149,120,11,15,15-Nov-0120 00:00:00,277.329785320616,277.040355571456,277.619215069777
1451,44179,120,12,15,15-Dec-0120 00:00:00,277.96454116757,278.280723056406,277.648359278734
1452,44210,121,1,15,15-Jan-0121 00:00:00,278.42223074102003,279.101450684349,277.743010797691
1453,44241,121,2,15,15-Feb-0121 00:00:00,278.802335360081,279.754675594167,277.849995125994
1454,44269,121,3,15,15-Mar-0121 00:00:00,279.141255998266,280.394199652828,277.88831234370497
1455,44300,121,4,15,15-Apr-0121 00:00:00,279.378853054269,280.925846718829,277.83185938971
1456,44330,121,5,15,15-May-0121 00:00:00,279.320197923906,280.827247750583,277.81314809723
1457,44361,121,6,15,15-Jun-0121 00:00:00,278.585587631801,279.31099020643796,277.860185057164
1458,44391,121,7,15,15-Jul-0121 00:00:00,276.943991831531,276.027899437921,277.860084225141
1459,44422,121,8,15,15-Aug-0121 00:00:00,275.339516749885,272.965464556203,277.713568943567
1460,44453,121,9,15,15-Sep-0121 00:00:00,275.297788941986,273.06135168481603,277.534226199156
1461,44483,121,10,15,15-Oct-0121 00:00:00,276.33248926721,275.168369074147,277.496609460273
1462,44514,121,11,15,15-Nov-0121 00:00:00,277.334595173138,277.045165423978,277.624024922299
1463,44544,121,12,15,15-Dec-0121 00:00:00,277.96915732690496,278.28533921573995,277.652975438069
1464,44575,122,1,15,15-Jan-0122 00:00:00,278.426699793422,279.105919736751,277.747479850093
1465,44606,122,2,15,15-Feb-0122 00:00:00,278.806712919854,279.75905315394,277.854372685767
1466,44634,122,3,15,15-Mar-0122 00:00:00,279.145606707767,280.398550362329,277.892663053206
1467,44665,122,4,15,15-Apr-0122 00:00:00,279.383250582776,280.930244247336,277.836256918216
1468,44695,122,5,15,15-May-0122 00:00:00,279.32471974305,280.831769569727,277.81766991637403
1469,44726,122,6,15,15-Jun-0122 00:00:00,278.590295965642,279.315698540279,277.86489339100495
1470,44756,122,7,15,15-Jul-0122 00:00:00,276.94892925046,276.03283685685,277.86502164407
1471,44787,122,8,15,15-Aug-0122 00:00:00,275.344706170625,272.970653976943,277.718758364307
1472,44818,122,9,15,15-Sep-0122 00:00:00,275.303233627593,273.066796370423,277.539670884763
1473,44848,122,10,15,15-Oct-0122 00:00:00,276.338172827072,275.174052634009,277.502293020135
1474,44879,122,11,15,15-Nov-0122 00:00:00,277.340481562974,277.051051813814,277.629911312135
1475,44909,122,12,15,15-Dec-0122 00:00:00,277.975190848766,278.291372737601,277.65900895992996
1476,44940,123,1,15,15-Jan-0123 00:00:00,278.432805095692,279.112025039021,277.75358515236303
1477,44971,123,2,15,15-Feb-0123 00:00:00,278.812794997248,279.765135231334,277.860454763162
1478,44999,123,3,15,15-Mar-0123 00:00:00,279.151550901333,280.404494555895,277.89860724677203
1479,45030,123,4,15,15-Apr-0123 00:00:00,279.388922579893,280.935916244453,277.841928915334
1480,45060,123,5,15,15-May-0123 00:00:00,279.329973076479,280.837022903156,277.822923249803
1481,45091,123,6,15,15-Jun-0123 00:00:00,278.595007335471,279.32040991010797,277.869604760834
1482,45121,123,7,15,15-Jul-0123 00:00:00,276.953009080924,276.036916687314,277.869101474534
1483,45152,123,8,15,15-Aug-0123 00:00:00,275.348098614329,272.974046420647,277.722150808011
1484,45183,123,9,15,15-Sep-0123 00:00:00,275.30591656551,273.06947930834,277.54235382267996
1485,45213,123,10,15,15-Oct-0123 00:00:00,276.340157868545,275.176037675482,277.50427806160803
1486,45244,123,11,15,15-Nov-0123 00:00:00,277.341814045717,277.052384296557,277.631243794878
1487,45274,123,12,15,15-Dec-0123 00:00:00,277.97594983886,278.292131727696,277.659767950024
1488,45305,124,1,15,15-Jan-0124 00:00:00,278.433103387589,279.112323330918,277.75388344426
1489,45336,124,2,15,15-Feb-0124 00:00:00,278.812779113769,279.765119347855,277.860438879682
1490,45365,124,3,15,15-Mar-0124 00:00:00,279.15140109366797,280.40434474822996,277.898457439107
1491,45396,124,4,15,15-Apr-0124 00:00:00,279.388852827602,280.935846492162,277.841859163043
1492,45426,124,5,15,15-May-0124 00:00:00,279.330223076452,280.837272903129,277.823173249776
1493,45457,124,6,15,15-Jun-0124 00:00:00,278.595793867922,279.321196442559,277.87039129328497
1494,45487,124,7,15,15-Jul-0124 00:00:00,276.954507479683,276.038415086073,277.870599873293
1495,45518,124,8,15,15-Aug-0124 00:00:00,275.350442721054,272.976390527372,277.724494914736
1496,45549,124,9,15,15-Sep-0124 00:00:00,275.309198729684,273.072761472514,277.545635986854
1497,45579,124,10,15,15-Oct-0124 00:00:00,276.344428947479,275.180308754416,277.508549140542
1498,45610,124,11,15,15-Nov-0124 00:00:00,277.347083404547,277.057653655387,277.636513153708
1499,45640,124,12,15,15-Dec-0124 00:00:00,277.98218535055196,278.298367239387,277.666003461716
1500,45671,125,1,15,15-Jan-0125 00:00:00,278.440231432933,279.119451376262,277.761011489604
1501,45702,125,2,15,15-Feb-0125 00:00:00,278.820684581384,279.77302481547,277.86834434729695
1502,45730,125,3,15,15-Mar-0125 00:00:00,279.15992737999903,280.412871034561,277.906983725438
1503,45761,125,4,15,15-Apr-0125 00:00:00,279.397801836921,280.944795501481,277.850808172362
1504,45791,125,5,15,15-May-0125 00:00:00,279.339361014044,280.84641084072103,277.832311187368
1505,45822,125,6,15,15-Jun-0125 00:00:00,278.604896500034,279.33029907467096,277.879493925397
1506,45852,125,7,15,15-Jul-0125 00:00:00,276.96338170765,276.04728931404,277.87947410126
1507,45883,125,8,15,15-Aug-0125 00:00:00,275.35892672862997,272.984874534948,277.732978922312
1508,45914,125,9,15,15-Sep-0125 00:00:00,275.317161983043,273.080724725873,277.55359924021303
1509,45944,125,10,15,15-Oct-0125 00:00:00,276.351772195212,275.18765200214904,277.515892388275
1510,45975,125,11,15,15-Nov-0125 00:00:00,277.353738677665,277.064308928505,277.643168426826
1511,46005,125,12,15,15-Dec-0125 00:00:00,277.988115962484,278.304297851319,277.671934073648
1512,46036,126,1,15,15-Jan-0126 00:00:00,278.445431979526,279.124651922855,277.76621203619703
1513,46067,126,2,15,15-Feb-0126 00:00:00,278.825180940905,279.777521174991,277.872840706818
1514,46095,126,3,15,15-Mar-0126 00:00:00,279.163776713133,280.416720367695,277.910833058572
1515,46126,126,4,15,15-Apr-0126 00:00:00,279.40109258677103,280.948086251331,277.854098922212
1516,46156,126,5,15,15-May-0126 00:00:00,279.342210411728,280.849260238405,277.835160585052
1517,46187,126,6,15,15-Jun-0126 00:00:00,278.60742536315104,279.332827937788,277.882022788514
1518,46217,126,7,15,15-Jul-0126 00:00:00,276.96569966967303,276.049607276063,277.881792063283
1519,46248,126,8,15,15-Aug-0126 00:00:00,275.361132041927,272.987079848245,277.73518423560904
1520,46279,126,9,15,15-Sep-0126 00:00:00,275.31934151888197,273.082904261712,277.555778776052
1521,46309,126,10,15,15-Oct-0126 00:00:00,276.354001443762,275.189881250699,277.518121636825
1522,46340,126,11,15,15-Nov-0126 00:00:00,277.35608174799097,277.066651998831,277.645511497152
1523,46370,126,12,15,15-Dec-0126 00:00:00,277.990625582551,278.306807471387,277.674443693715
1524,46401,127,1,15,15-Jan-0127 00:00:00,278.448149496199,279.127369439528,277.76892955287
1525,46432,127,2,15,15-Feb-0127 00:00:00,278.828136319945,279.780476554031,277.875796085858
1526,46460,127,3,15,15-Mar-0127 00:00:00,279.166988539202,280.419932193764,277.914044884641
1527,46491,127,4,15,15-Apr-0127 00:00:00,279.40456806342996,280.95156172799,277.857574398871
1528,46521,127,5,15,15-May-0127 00:00:00,279.345945721188,280.85299554786496,277.838895894512
1529,46552,127,6,15,15-Jun-0127 00:00:00,278.611409602947,279.336812177584,277.88600702831
1530,46582,127,7,15,15-Jul-0127 00:00:00,276.969917148913,276.053824755303,277.886009542523
1531,46613,127,8,15,15-Aug-0127 00:00:00,275.36556229781104,272.99151010412896,277.739614491493
1532,46644,127,9,15,15-Sep-0127 00:00:00,275.32395931670203,273.08752205953203,277.56039657387197
1533,46674,127,10,15,15-Oct-0127 00:00:00,276.35877677689996,275.194656583837,277.52289696996297
1534,46705,127,11,15,15-Nov-0127 00:00:00,277.360979837922,277.071550088762,277.650409587083
1535,46735,127,12,15,15-Dec-0127 00:00:00,277.99560687883996,278.311788767675,277.679424990004
1536,46766,128,1,15,15-Jan-0128 00:00:00,278.45316967650103,279.13238961982995,277.773949733172
1537,46797,128,2,15,15-Feb-0128 00:00:00,278.833146290009,279.785486524095,277.880806055923
1538,46826,128,3,15,15-Mar-0128 00:00:00,279.171934432866,280.424878087428,277.918990778305
1539,46857,128,4,15,15-Apr-0128 00:00:00,279.409391242624,280.956384907184,277.862397578064
1540,46887,128,5,15,15-May-0128 00:00:00,279.350583076912,280.857632903589,277.843533250236
1541,46918,128,6,15,15-Jun-0128 00:00:00,278.615800920224,279.341203494861,277.890398345587
1542,46948,128,7,15,15-Jul-0128 00:00:00,276.974012824062,276.057920430452,277.890105217672
1543,46979,128,8,15,15-Aug-0128 00:00:00,275.369323710204,272.995271516522,277.743375903886
1544,47010,128,9,15,15-Sep-0128 00:00:00,275.32735882876096,273.09092157159097,277.563796085931
1545,47040,128,10,15,15-Oct-0128 00:00:00,276.3617977341,275.19767754103697,277.525917927163
1546,47071,128,11,15,15-Nov-0128 00:00:00,277.363616568788,277.074186819628,277.65304631794896
1547,47101,128,12,15,15-Dec-0128 00:00:00,277.99786469495,278.314046583786,277.681682806114
1548,47132,129,1,15,15-Jan-0129 00:00:00,278.455064872484,279.134284815813,277.775844929155
1549,47163,129,2,15,15-Feb-0129 00:00:00,278.834706143546,279.787046377632,277.882365909459
1550,47191,129,3,15,15-Mar-0129 00:00:00,279.17319720468896,280.426140859251,277.920253550128
1551,47222,129,4,15,15-Apr-0129 00:00:00,279.410406176517,280.957399841077,277.863412511958
1552,47252,129,5,15,15-May-0129 00:00:00,279.35141019504,280.858460021717,277.844360368364
1553,47283,129,6,15,15-Jun-0129 00:00:00,278.616504481133,279.34190705577004,277.89110190649603
1554,47313,129,7,15,15-Jul-0129 00:00:00,276.97465347127496,276.058561077665,277.890745864885
1555,47344,129,8,15,15-Aug-0129 00:00:00,275.369957999596,272.995905805914,277.74401019327803
1556,47375,129,9,15,15-Sep-0129 00:00:00,275.32803922855703,273.091601971387,277.564476485727
