,datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
0,15,0,1,15,15-Jan-0000 00:00:00,278.36643883702004,279.045658780349,277.687218893691
1,46,0,2,15,15-Feb-0000 00:00:00,278.713058010423,279.665398244509,277.760717776336
2,75,0,3,15,15-Mar-0000 00:00:00,279.013835279965,280.266778934527,277.76089162540404
3,106,0,4,15,15-Apr-0000 00:00:00,279.209613348565,280.756607013125,277.662619684006
4,136,0,5,15,15-May-0000 00:00:00,279.106444207592,280.61349403426897,277.599394380916
5,167,0,6,15,15-Jun-0000 00:00:00,278.325599529745,279.051002104382,277.600196955108
6,197,0,7,15,15-Jul-0000 00:00:00,276.637022486192,275.720930092582,277.553114879802
7,228,0,8,15,15-Aug-0000 00:00:00,274.98579282131,272.61174062762797,277.359845014992
8,259,0,9,15,15-Sep-0000 00:00:00,274.898510607813,272.662073350643,277.13494786498296
9,289,0,10,15,15-Oct-0000 00:00:00,275.889830222667,274.725710029604,277.05395041572996
10,320,0,11,15,15-Nov-0000 00:00:00,276.851702631043,276.562272881883,277.141132380204
11,350,0,12,15,15-Dec-0000 00:00:00,277.450152017665,277.766333906501,277.133970128829
12,381,1,1,15,15-Jan-0001 00:00:00,277.876675965034,278.555895908363,277.197456021705
13,412,1,2,15,15-Feb-0001 00:00:00,278.231602305734,279.18394253982,277.279262071647
14,440,1,3,15,15-Mar-0001 00:00:00,278.55117896007005,279.804122614632,277.29823530550897
15,471,1,4,15,15-Apr-0001 00:00:00,278.77466752167703,280.321661186237,277.227673857118
16,501,1,5,15,15-May-0001 00:00:00,278.706536577698,280.213586404375,277.199486751022
17,532,1,6,15,15-Jun-0001 00:00:00,277.966474396602,278.691876971239,277.24107182196497
18,562,1,7,15,15-Jul-0001 00:00:00,276.32284074532697,275.406748351717,277.238933138937
19,593,1,8,15,15-Aug-0001 00:00:00,274.71913196402403,272.345079770342,277.093184157706
20,624,1,9,15,15-Sep-0001 00:00:00,274.680364721177,272.443927464007,276.916801978347
21,654,1,10,15,15-Oct-0001 00:00:00,275.719609989525,274.555489796462,276.883730182588
22,685,1,11,15,15-Nov-0001 00:00:00,276.727235330008,276.437805580848,277.016665079169
23,715,1,12,15,15-Dec-0001 00:00:00,277.367681523124,277.683863411959,277.051499634288
24,746,2,1,15,15-Jan-0002 00:00:00,277.830862747143,278.510082690472,277.151642803814
